resume_id,intersection_type,expected_effect,actual_intersection_effect,interaction_effect
R024,college+name,-0.002127,-0.000635,0.0014919999999999998
R025,college+name,0.0026079999999999996,0.003199,0.0005910000000000004
R026,college+name,-0.00135,-0.002295,-0.0009450000000000001
R027,college+name,0.0005790000000000001,0.0009649999999999,0.0003859999999998999
R028,college+name,0.0042500000000001,0.002016,-0.0022340000000001
R029,college+name,0.005636999999999901,-0.0005939999999999,-0.006230999999999801
R030,college+name,-0.0020849999999999,-0.000556,0.0015289999999998998
R031,college+name,0.0014979999999999,-0.0007449999999999,-0.0022429999999998
R032,college+name,-0.0093449999999999,-0.0091169999999999,0.00022800000000000077
R033,college+name,-0.0034689999999998,-0.0034799999999999,-1.1000000000099906e-05
R034,college+name,-0.0006000000000000001,0.0020509999999999,0.0026509999999999
R035,college+name,0.003608,0.001804,-0.001804
R036,college+name,-0.001905,-0.00202,-0.00011500000000000008
R037,college+name,-0.0033759999999999997,-0.001078,0.0022979999999999997
R038,college+name,0.001300999999999866,0.0012959999999999,-4.999999999965969e-06
R039,college+name,-0.0052510000000001,-0.003641,0.0016100000000001
R040,college+name,-0.0055559999999998,-0.0064529999999999,-0.0008970000000001
R041,college+name,0.00011100000000002774,9.500000000001174e-05,-1.6000000000016e-05
R042,college+name,-0.001257,-0.0012289999999999,2.8000000000099994e-05
R043,college+name,0.0021149999999999,0.0018939999999999,-0.00022099999999999984
R044,college+name,-0.0009779999999998,-0.0008459999999999,0.0001319999999999
R045,college+name,-0.0007179999999999999,-0.0016639999999999,-0.0009459999999999
R046,college+name,-0.0023859999999999,-0.0013749999999999,0.001011
R047,college+name,-0.007777,-0.0045049999999999,0.0032720000000001003
R048,college+name,-0.0062599999999998004,-0.0055399999999999,0.0007199999999999004
R049,college+name,-0.0014189999999998002,-0.0013239999999999,9.499999999990029e-05
R050,college+name,0.0011900000000000172,0.0009279999999999,-0.0002620000000001172
R051,college+name,0.0031319999999998996,0.002253,-0.0008789999999998998
R052,college+name,-0.0026279999999998774,-0.0024779999999999,0.0001499999999999774
R053,college+name,-0.0025759999999999997,-0.001445,0.0011309999999999996
R054,college+name,-0.00253400000000002,-0.002409,0.00012500000000002006
R055,college+name,-0.0031469999999998,-0.00312,2.6999999999800187e-05
R056,college+name,0.0006390000000000999,-0.0036859999999999,-0.004325
R057,college+name,0.004214999999999899,0.002586,-0.0016289999999998992
R058,college+name,0.0003030000000000003,-0.0009559999999999,-0.0012589999999999004
R059,college+name,-0.003598000000000035,-0.003631,-3.2999999999964915e-05
R060,college+name,-0.0025419999999998,-0.0032349999999999,-0.0006930000000000998
R061,college+name,-0.00010900000000009998,-0.001217,-0.0011079999999999
R062,college+name,-0.0014050000000000256,-0.0008429999999999,0.0005620000000001256
R063,college+name,0.0040619999999998,0.0029109999999999,-0.0011509999999999
R064,college+name,-0.0016069999999999,-0.0014469999999999,0.00015999999999999999
R065,college+name,-0.00039600000000010005,-0.0025089999999999,-0.0021129999999998
R066,college+name,0.0065519999999999,0.0056709999999999,-0.0008809999999999998
R067,college+name,-0.008901,-0.007448,0.0014529999999999994
R068,college+name,-0.0020739999999999,-0.003337,-0.0012630000000001
R069,college+name,-0.0009579999999999145,0.0003939999999998,0.0013519999999997145
R070,college+name,-0.005136,-0.001435,0.003701
R071,college+name,-0.002032,0.0007039999999999,0.0027359999999999
R072,college+name,0.005919999999999885,0.0001709999999999,-0.005748999999999985
R073,college+name,0.0019199999999998001,0.001612,-0.0003079999999998002
R074,college+name,0.0011460000000000639,0.001434,0.0002879999999999361
R075,college+name,0.004927999999999801,-0.000329,-0.005256999999999801
R076,college+name,0.0019329999999999998,0.0008159999999999,-0.0011170000000000997
R077,college+name,-0.0073369999999998,-0.005338,0.0019989999999998004
R078,college+name,0.0041469999999999,-0.0002719999999999,-0.0044189999999998
R079,college+name,0.0030619999999998,0.001881,-0.0011809999999998
R080,college+name,-0.001702,-0.001771,-6.900000000000005e-05
R081,college+name,0.0030669999999999,0.0015589999999999,-0.001508
R082,college+name,-0.0042659999999999,-0.007298,-0.0030320000000000997
R083,college+name,0.0007760000000001,-0.0011979999999999,-0.001974
R084,college+name,-0.0036509999999999,-0.000858,0.0027929999999998997
R085,college+name,-0.00021799999999999999,-0.000229,-1.1000000000000023e-05
R086,college+name,-0.005484000000000002,-0.005453,3.100000000000151e-05
R087,college+name,-0.0008649999999998999,-0.002846,-0.0019810000000001
R088,college+name,0.0022599999999999456,0.002268,8.000000000054405e-06
R089,college+name,-0.0029079999999999002,-0.0029829999999999,-7.499999999999955e-05
R090,college+name,-0.0013030000000001,-0.001919,-0.0006159999999998998
R091,college+name,-0.0006490000000001002,-0.004841,-0.0041919999999999
R092,college+name,-0.00026399999999990006,-0.0025459999999999,-0.0022819999999999997
R093,college+name,0.0006799999999999001,0.000431,-0.00024899999999990007
R094,college+name,-0.0005609999999999138,-0.0003319999999999,0.0002290000000000138
R095,college+name,-0.0045889999999999,-0.0082599999999999,-0.003671
R096,college+name,-0.012608999999999999,-0.011268,0.0013409999999999984
R097,college+name,-4.2000000000042004e-05,-8.40000000000285e-05,-4.199999999998649e-05
R098,college+name,-0.0050399999999999005,-0.0026199999999999,0.0024200000000000003
R099,college+name,0.0022800000000000003,0.002368,8.799999999999954e-05
R100,college+name,-0.0014599999999998,-0.0013989999999999,6.099999999989989e-05
R101,college+name,0.0035510000000000003,0.000412,-0.0031390000000000003
R102,college+name,-0.0020010000000001,-0.002119,-0.00011799999999989987
R103,college+name,0.0009149999999999998,0.001584,0.0006690000000000001
R104,college+name,-0.0151579999999999,-0.0102579999999999,0.004900000000000002
R105,college+name,0.000446,0.000294,-0.000152
R106,college+name,-0.0094109999999999,-0.005649,0.0037619999999999
R107,college+name,-0.0035399999999999,-0.0060109999999999,-0.002471
R108,college+name,-0.003777,-0.000676,0.003101
R109,college+name,-0.0004430000000001,-0.0004239999999999,1.900000000020001e-05
R110,college+name,-0.0089549999999998,-0.0080129999999999,0.0009419999999998995
R111,college+name,-0.0009080000000000001,-0.0008559999999999,5.2000000000100035e-05
R112,college+name,8.299999999999996e-05,-0.000269,-0.00035199999999999994
R113,college+name,0.001571,0.000789,-0.0007819999999999999
R114,college+name,-0.0013739999999998,-0.0013549999999999,1.8999999999900173e-05
R115,college+name,0.0064049999999999,0.0022019999999999,-0.004203
R116,college+name,0.009665,0.002286,-0.007379
R117,college+name,-0.0004909999999999,-0.0006749999999999,-0.00018399999999999992
R118,college+name,0.0002449999999999,0.000263,1.800000000010002e-05
R119,college+name,-0.0018040000000001002,-0.00071,0.0010940000000001
R120,college+name,0.001854,0.0022859999999999,0.00043199999999990013
R121,college+name,-8.299999999994423e-05,-8.099999999999774e-05,1.999999999946489e-06
R122,college+name,0.0014379999999998999,-4.000000000004e-05,-0.0014779999999999399
R123,college+name,-0.0016450000000000026,-5.700000000008476e-05,0.0015879999999999178
R124,college+name,0.0009099999999998001,0.0010329999999999,0.00012300000000010003
R125,college+name,-0.0064639999999998,-0.0053119999999999,0.0011519999999998996
R126,college+name,-0.008354,-0.008782,-0.00042799999999999956
R127,college+name,-0.0005189999999999001,-0.00045,6.899999999990009e-05
R128,college+name,-0.008825,-0.007782,0.0010429999999999997
R129,college+name,5.699999999990001e-05,-9.9999999999989e-05,-0.000156999999999889
R130,college+name,-0.0026219999999999,-0.003595,-0.0009730000000001001
R131,college+name,0.004303,0.0041849999999999,-0.00011800000000010066
R132,college+name,-0.0101279999999998,-0.0098969999999999,0.0002309999999998997
R133,college+name,0.0091169999999999,0.006302,-0.002814999999999899
R134,college+name,-0.0017300000000000002,-0.003161,-0.001431
R135,college+name,-3.200000000000002e-05,-0.00154,-0.0015079999999999998
R136,college+name,0.0018859999999998826,0.001417,-0.0004689999999998825
R137,college+name,0.0047430000000001,0.001608,-0.0031350000000000995
R138,college+name,0.00046099999999989997,-0.000137,-0.0005979999999998999
R139,college+name,-0.0067799999999999,-0.0027429999999999,0.004037
R140,college+name,-4.9000000000100016e-05,0.0013479999999999,0.001397
R141,college+name,-0.00022100000000010002,-0.000345,-0.00012399999999989996
R142,college+name,-0.0016219999999999,-0.0016289999999999,-7.000000000000062e-06
R143,college+name,0.0015149999999999,-0.0011019999999999,-0.0026169999999998
R144,college+name,-0.0009989999999999307,-0.000978,2.0999999999930796e-05
R145,college+name,2.999999999900001e-06,-0.000341,-0.0003439999999999
R146,college+name,0.0016509999999999,0.001218,-0.00043299999999990004
R147,college+name,-0.0030109999999999,0.0008829999999999,0.0038939999999998
R148,college+name,0.0066109999999998,0.001244,-0.0053669999999998
R149,college+name,0.0003329999999999,0.0006789999999999,0.00034599999999999995
R150,college+name,-0.0004920000000000161,1.599999999996049e-05,0.0005079999999999766
R151,college+name,0.0007029999999998942,0.0032069999999999,0.002504000000000006
R152,college+name,-0.00017700000000000007,-0.0004069999999999,-0.00022999999999989994
R153,college+name,-0.0091979999999999,-0.0073499999999999,0.0018480000000000007
R154,college+name,-0.0010349999999999,-0.0038209999999999,-0.0027860000000000003
R155,college+name,-0.0044459999999999,-0.002628,0.0018179999999998996
R156,college+name,0.0009529999999999001,0.000481,-0.0004719999999999001
R157,college+name,-0.0016409999999999,-0.0015649999999999,7.59999999999999e-05
R158,college+name,-0.0017659999999999768,-0.001017,0.0007489999999999769
R159,college+name,-0.0062980000000001,-0.001966,0.0043320000000001005
R160,college+name,-2.9999999999900007e-05,-0.0006209999999999,-0.0005909999999999999
R161,college+name,0.0025629999999998,0.0024999999999999,-6.299999999989994e-05
R162,college+name,0.0012109999999999,0.0002639999999999,-0.0009470000000000001
R163,college+name,0.0003460000000001,6.20000000000065e-05,-0.00028400000000009353
R164,college+name,0.0055399999999999,0.000738,-0.0048019999999999
R165,college+name,0.0027229999999999997,-0.0019419999999999,-0.0046649999999999
R166,college+name,-0.0083359999999998,-0.005245,0.0030909999999998005
R167,college+name,0.006081,0.004769,-0.0013119999999999998
R168,college+name,-0.0048379999999998,-0.0047669999999999,7.099999999990014e-05
R169,college+name,-0.005757999999999801,-0.0060179999999999,-0.00026000000000009956
R170,college+name,0.0004079999999999,-0.00018,-0.0005879999999999
R171,college+name,-0.011896,-0.007151,0.004745
R172,college+name,-0.0009530000000000001,-0.000268,0.0006850000000000001
R173,college+name,-0.0030859999999999998,-0.007185,-0.004099
R174,college+name,0.001654,0.00073,-0.0009240000000000001
R175,college+name,-0.0010850000000000002,0.0009129999999999,0.0019979999999999
R176,college+name,-0.003706,-0.001884,0.001822
R177,college+name,0.00018400000000010002,-0.0007709999999999,-0.000955
R178,college+name,0.0006759999999997,0.0007889999999999,0.00011300000000020007
R179,college+name,0.0015459999999998999,0.001545,-9.999999998999524e-07
R180,college+name,-0.0042789999999998,-0.0066869999999999,-0.0024080000000000993
R181,college+name,-0.0009,-0.0027209999999999,-0.0018209999999999002
R182,college+name,-0.016380999999999802,-0.0105049999999999,0.005875999999999902
R183,college+name,-0.008697,-0.008164,0.0005330000000000005
R184,college+name,-0.0020129999999999,-0.000139,0.0018739999999998998
R185,college+name,-0.007842,-0.0062889999999999,0.0015530000000001003
R186,college+name,0.0058909999999998,0.0026749999999999,-0.0032159999999999
R187,college+name,0.0028059999999998,0.000757,-0.0020489999999998
R188,college+name,-0.0011149999999999,-0.0013789999999999,-0.00026400000000000013
R189,college+name,0.0047029999999999,0.0022159999999999,-0.002487
R190,college+name,0.0011040000000001,-0.0003419999999999,-0.0014459999999999998
R191,college+name,0.00023999999999989996,0.0003179999999999,7.800000000000005e-05
R192,college+name,-0.0074039999999998,-0.0077619999999999,-0.0003580000000001004
R193,college+name,0.0008069999999999998,-0.0057559999999999,-0.0065629999999999
R194,college+name,-0.0056939999999999005,-0.0033849999999999,0.0023090000000000007
R195,college+name,-0.0009199999999998998,-0.0044939999999999,-0.003574
R196,college+name,0.0023189999999999,-0.000553,-0.0028719999999999002
R197,college+name,0.0078520000000001,0.0012429999999999,-0.0066090000000002
R198,college+name,-0.0015939999999999746,-0.0008199999999999,0.0007740000000000745
R199,college+name,0.00042300000000003473,-0.0002969999999999,-0.0007199999999999347
R200,college+name,0.0063009999999998,0.0043199999999999,-0.0019809999999998995
R002,course+experience,-0.0010470000000001,-0.001504,-0.0004569999999999
R003,course+experience,0.0029299999999998997,0.0012109999999999,-0.0017189999999999996
R004,course+experience,-0.069939,-0.069942,-3.0000000000030003e-06
R005,course+experience,1.0000000000065512e-05,5.999999999950489e-06,-4.000000000115023e-06
R006,course+experience,-0.069657,-0.069657,0.0
R007,course+experience,-0.075,-0.075,0.0
R008,course+experience,-0.0596690000000001,-0.0596689999999999,1.942890293094024e-16
R009,course+experience,-0.000136,-0.000136,0.0
R010,course+experience,-0.1004910000000001,-0.101831,-0.0013399999999999107
R011,course+experience,-0.0915579999999999,-0.0915579999999999,0.0
R012,course+experience,0.010525,0.0065899999999999,-0.0039350000000001
R013,course+experience,0.000672,0.000672,0.0
R014,course+experience,-0.0598589999999999,-0.0598589999999999,0.0
R015,course+experience,-0.071423,-0.071423,0.0
R017,course+experience,0.0014439999999999,0.0014439999999999,0.0
R018,course+experience,-0.0689280000000001,-0.069935,-0.0010069999999998969
R019,course+experience,-0.0012199999999999,-0.0012199999999999,0.0
R020,course+experience,-0.09035399999999995,-0.088917,0.0014369999999999522
R022,course+experience,-0.090053,-0.090053,0.0
R023,course+experience,-0.07572200000000001,-0.074261,0.0014610000000000178
R024,course+experience,-0.001934,-0.001934,0.0
R025,course+experience,-0.0749999999999999,-0.0749999999999999,0.0
R027,course+experience,0.0022049999999998997,0.001414,-0.0007909999999998999
R028,course+experience,-0.088301,-0.088301,0.0
R029,course+experience,-0.06206500000000009,-0.0657769999999999,-0.0037119999999998127
R030,course+experience,-0.07050099999999986,-0.070501,-1.3877787807814457e-16
R031,course+experience,-0.0793910000000001,-0.083572,-0.004180999999999893
R032,course+experience,-0.088806,-0.09109,-0.0022840000000000082
R033,course+experience,-0.0007639999999998,-0.0005449999999999,0.00021899999999990005
R034,course+experience,-0.0705879999999999,-0.0705879999999999,0.0
R035,course+experience,1.4999999999987246e-05,1.4999999999987246e-05,0.0
R036,course+experience,-0.0619029999999999,-0.0619029999999999,0.0
R039,course+experience,-0.0001579999999999,-0.0001579999999999,0.0
R040,course+experience,-0.066843,-0.06818,-0.0013370000000000049
R041,course+experience,-0.059202,-0.059202,0.0
R043,course+experience,-0.069407,-0.069435,-2.8000000000000247e-05
R045,course+experience,0.0044909999999998,0.0014239999999999,-0.0030669999999998997
R047,course+experience,-0.0731949999999998,-0.0710489999999999,0.002145999999999898
R048,course+experience,-0.05986799999999991,-0.0647649999999999,-0.004896999999999999
R050,course+experience,0.000863,0.000863,0.0
R051,course+experience,0.0009739999999999,0.0009739999999999,0.0
R052,course+experience,-0.0001539999999999,-0.0001539999999999,0.0
R053,course+experience,0.0697469999999998,0.0697469999999998,0.0
R055,course+experience,-0.001058,-0.000529,0.000529
R056,course+experience,0.005588,0.003678,-0.0019100000000000002
R058,course+experience,-0.0634320000000001,-0.065662,-0.0022299999999998987
R059,course+experience,-0.001734,-0.001734,0.0
R061,course+experience,0.0,0.0,0.0
R062,course+experience,-0.0717329999999999,-0.0717329999999999,0.0
R063,course+experience,0.0014609999999999,0.0014609999999999,0.0
R064,course+experience,-0.00028699999999989997,-0.000846,-0.0005590000000001
R065,course+experience,-0.0655150000000001,-0.067481,-0.0019659999999998984
R066,course+experience,0.0006789999999999,0.0006789999999999,0.0
R067,course+experience,-0.10404100000000001,-0.103333,0.0007080000000000142
R068,course+experience,-0.001557,-0.001557,0.0
R069,course+experience,-0.001124,-0.001124,0.0
R070,course+experience,-0.07026,-0.07029,-3.0000000000002247e-05
R072,course+experience,-0.06285900000000011,-0.066676,-0.00381699999999989
R074,course+experience,-0.0466969999999999,-0.0466409999999999,5.6000000000000494e-05
R076,course+experience,0.0,0.0,0.0
R077,course+experience,0.0004839999999998999,-0.000896,-0.0013799999999999
R078,course+experience,-0.07049799999999995,-0.070485,1.2999999999943612e-05
R079,course+experience,-0.0700839999999999,-0.0700839999999999,0.0
R080,course+experience,-0.088235,-0.088235,0.0
R081,course+experience,-0.0862119999999999,-0.0908879999999999,-0.004676
R082,course+experience,0.08072799999999991,0.078363,-0.002364999999999909
R083,course+experience,-0.09852999999999999,-0.1002739999999999,-0.0017439999999999123
R084,course+experience,-0.001143,-0.001143,0.0
R085,course+experience,0.0002149999999999,0.0002149999999999,0.0
R086,course+experience,-0.001932,-0.001932,0.0
R088,course+experience,-0.0705879999999999,-0.0705879999999999,0.0
R089,course+experience,-0.0003059999999999,-0.0003059999999999,0.0
R090,course+experience,0.0017499999999999,0.0017499999999999,0.0
R091,course+experience,-0.059803999999999996,-0.063729,-0.003924999999999998
R092,course+experience,-0.0705689999999998,-0.0705689999999999,-9.71445146547012e-17
R093,course+experience,-0.0703719999999999,-0.0703719999999999,0.0
R094,course+experience,-0.0705879999999999,-0.0705879999999999,0.0
R095,course+experience,0.0034420000000001004,-0.000952,-0.0043940000000001
R096,course+experience,0.0051119999999998,0.0031829999999999,-0.0019289999999999
R098,course+experience,-0.0013969999999999,-0.0013969999999999,0.0
R099,course+experience,0.000129,0.000129,0.0
R101,course+experience,-0.015303999999999998,-0.0180719999999999,-0.0027679999999999025
R102,course+experience,-0.071977,-0.071845,0.00013199999999999323
R103,course+experience,-0.069541,-0.069546,-4.999999999991123e-06
R105,course+experience,-0.0882349999999999,-0.0882349999999999,0.0
R107,course+experience,0.003566,-3.900000000001125e-05,-0.0036050000000000114
R108,course+experience,0.0008149999999998,0.0002599999999999,-0.0005549999999999
R109,course+experience,0.0001649999999999,0.0001649999999999,0.0
R110,course+experience,-0.0744209999999999,-0.073579,0.0008419999999998984
R112,course+experience,-0.0008169999999999893,-0.00108,-0.00026300000000001073
R113,course+experience,-0.0017580000000000002,-0.0024239999999999,-0.0006659999999999
R115,course+experience,-0.079258,-0.0827689999999999,-0.003510999999999903
R116,course+experience,-0.060205999999999996,-0.0645859999999999,-0.004379999999999898
R117,course+experience,-0.0882359999999999,-0.0882359999999999,0.0
R118,course+experience,-0.07636400000000003,-0.0763169999999999,4.700000000013027e-05
R121,course+experience,-0.07577699999999996,-0.0757789999999999,-1.999999999946489e-06
R122,course+experience,-0.0377620000000001,-0.041317,-0.0035549999999998985
R124,course+experience,-0.0703450000000001,-0.070412,-6.699999999990047e-05
R125,course+experience,-0.0734159999999998,-0.0708739999999999,0.0025419999999999054
R126,course+experience,-0.0949880000000001,-0.096259,-0.0012709999999998972
R127,course+experience,-0.07111,-0.07111,0.0
R128,course+experience,-0.07291600000000008,-0.072173,0.0007430000000000769
R129,course+experience,0.0887549999999999,0.0887549999999999,0.0
R130,course+experience,-0.0705879999999999,-0.0705879999999999,0.0
R131,course+experience,0.004626,0.004626,0.0
R132,course+experience,-0.0905769999999999,-0.0925479999999999,-0.0019710000000000005
R135,course+experience,-0.04841800000000009,-0.048302,0.0001160000000000952
R136,course+experience,7.299999999990002e-05,0.0001019999999999,2.8999999999999973e-05
R137,course+experience,-0.06899999999999991,-0.0691159999999999,-0.00011599999999999111
R138,course+experience,-0.075164,-0.075164,0.0
R139,course+experience,0.00013500000000000003,-3.100000000000325e-05,-0.00016600000000000328
R140,course+experience,-6.600000000012152e-05,3.999999999892978e-06,7.00000000000145e-05
R142,course+experience,-0.0708190000000001,-0.0699329999999999,0.0008860000000002061
R143,course+experience,-0.002416,-0.002416,0.0
R145,course+experience,-0.001526,-0.001186,0.00034
R146,course+experience,-0.0599999999999999,-0.0599999999999999,0.0
R147,course+experience,0.000631,0.000631,0.0
R148,course+experience,-0.039701,-0.043735,-0.004034000000000003
R149,course+experience,-0.000363,-0.000363,0.0
R150,course+experience,-0.002846,-0.0014,0.001446
R153,course+experience,-0.003793,-0.0028129999999999,0.0009800000000000997
R154,course+experience,0.080612,0.075602,-0.0050100000000000006
R155,course+experience,0.00048299999999990007,-0.00055,-0.0010329999999999
R156,course+experience,0.0002409999999999765,0.000209,-3.199999999997649e-05
R157,course+experience,-0.0705879999999999,-0.0705879999999999,0.0
R158,course+experience,-0.07066599999999995,-0.070666,-5.551115123125783e-17
R159,course+experience,0.0004619999999999,0.0002979999999999,-0.00016399999999999997
R160,course+experience,-0.071057,-0.071057,0.0
R161,course+experience,-0.000122,-0.000122,0.0
R164,course+experience,-0.062067,-0.0646849999999999,-0.002617999999999898
R165,course+experience,-0.069562,-0.0706389999999999,-0.0010769999999998975
R166,course+experience,-0.0002759999999998717,-0.0001289999999999,0.00014699999999997172
R167,course+experience,0.0144279999999999,0.0144279999999999,0.0
R168,course+experience,-0.0696969999999999,-0.0701779999999999,-0.0004809999999999953
R170,course+experience,-0.0001079999999999,-0.0001079999999999,0.0
R171,course+experience,-0.0077949999999999,-0.003944,0.0038509999999999005
R172,course+experience,-0.07219099999999999,-0.071545,0.0006459999999999938
R173,course+experience,-0.0881570000000001,-0.090543,-0.002385999999999902
R174,course+experience,0.000514,0.000514,0.0
R175,course+experience,-0.0032659999999999,-0.0032659999999999,0.0
R177,course+experience,0.07108700000000003,0.071113,2.599999999997049e-05
R178,course+experience,-0.06,-0.06,0.0
R179,course+experience,4.500000000000001e-05,0.000163,0.000118
R180,course+experience,0.07682,0.0748699999999999,-0.0019500000000001044
R181,course+experience,-0.07037799999999991,-0.0703479999999999,3.0000000000016125e-05
R182,course+experience,-0.0062120000000000005,-0.002097,0.004115000000000001
R186,course+experience,0.002364,0.001182,-0.001182
R187,course+experience,-0.070209,-0.070209,0.0
R188,course+experience,0.0,0.0,0.0
R189,course+experience,-0.0019299999999999,-0.0019299999999999,0.0
R190,course+experience,0.0002269999999999,0.0002269999999999,0.0
R193,course+experience,-0.0832610000000001,-0.086756,-0.003494999999999901
R194,course+experience,-0.000448,-0.000448,0.0
R195,course+experience,-0.07918900000000001,-0.0843019999999999,-0.005112999999999895
R196,course+experience,0.0537809999999999,0.0496919999999999,-0.004088999999999995
R197,course+experience,0.0032559999999999,-0.000292,-0.0035479999999999
R200,course+experience,-0.0637870000000001,-0.065719,-0.001931999999999906
R002,degree+age,0.0022749999999997998,0.001197,-0.0010779999999997998
R003,degree+age,0.005127999999999799,0.0026279999999999,-0.0024999999999998994
R004,degree+age,0.0176469999999999,0.0176469999999999,0.0
R005,degree+age,-0.070589,-0.070589,0.0
R006,degree+age,0.0006309999999999,0.0006309999999999,0.0
R007,degree+age,0.0001079999999999,0.0001079999999999,0.0
R008,degree+age,-0.075,-0.075,0.0
R009,degree+age,-0.0705880000000001,-0.0705880000000001,0.0
R010,degree+age,-0.0650580000000002,-0.067085,-0.0020269999999998067
R011,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R012,degree+age,0.0802379999999999,0.076247,-0.003990999999999911
R013,degree+age,-0.0699699999999999,-0.0699699999999999,0.0
R014,degree+age,0.0,0.0,0.0
R015,degree+age,-0.0882349999999999,-0.0882349999999999,0.0
R016,degree+age,-0.087214,-0.087214,0.0
R017,degree+age,-0.073073,-0.073073,0.0
R018,degree+age,0.0017389999999999,0.0009509999999999,-0.000788
R019,degree+age,-0.0005969999999999,-0.0005969999999999,0.0
R020,degree+age,-0.0685620000000001,-0.0687039999999999,-0.00014199999999980895
R022,degree+age,0.0,0.0,0.0
R023,degree+age,-0.070559,-0.069815,0.0007439999999999947
R024,degree+age,0.0,0.0,0.0
R027,degree+age,0.021279000000000003,0.019703,-0.0015760000000000045
R028,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R029,degree+age,0.0105299999999998,0.0061579999999999,-0.0043719999999999
R030,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R031,degree+age,0.0086599999999999,0.0049969999999999,-0.0036630000000000005
R032,degree+age,0.004886,0.0042969999999999,-0.0005890000000000999
R033,degree+age,-0.0735349999999998,-0.0727919999999999,0.0007429999999998965
R034,degree+age,0.0,0.0,0.0
R035,degree+age,-0.0880269999999999,-0.0880269999999999,0.0
R036,degree+age,-0.06,-0.06,0.0
R037,degree+age,-0.0719819999999999,-0.0719819999999999,0.0
R039,degree+age,-0.0690229999999999,-0.069099,-7.600000000008988e-05
R040,degree+age,-0.06740099999999989,-0.0677219999999999,-0.00032100000000000184
R041,degree+age,0.0,0.0,0.0
R042,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R043,degree+age,-0.069739,-0.069739,0.0
R045,degree+age,0.0056430000000000004,0.0039669999999999,-0.0016760000000001002
R046,degree+age,0.0,0.0,0.0
R047,degree+age,-0.07295099999999999,-0.0719539999999999,0.0009970000000000812
R048,degree+age,0.01191,0.007497,-0.004413
R050,degree+age,0.002863,0.002863,0.0
R051,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R052,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R053,degree+age,-0.088477,-0.088477,0.0
R055,degree+age,-0.00018099999999999995,0.000348,0.000529
R056,degree+age,-0.060657,-0.063888,-0.0032309999999999978
R058,degree+age,-0.0794000000000001,-0.082274,-0.0028739999999999044
R059,degree+age,0.0011319999999998697,0.0011189999999999,-1.2999999999969633e-05
R061,degree+age,0.0012199999999999,0.0012199999999999,0.0
R062,degree+age,0.0,0.0,0.0
R063,degree+age,0.0014789999999999,0.0014789999999999,0.0
R064,degree+age,0.0007660000000000999,0.000264,-0.0005020000000000999
R065,degree+age,0.007990999999999901,0.006487,-0.0015039999999999012
R066,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R067,degree+age,0.0002829999999999,-0.000558,-0.0008409999999999
R068,degree+age,-0.06,-0.06,0.0
R069,degree+age,-0.070588,-0.070588,0.0
R070,degree+age,-0.070588,-0.070588,0.0
R072,degree+age,0.0307229999999998,0.025208,-0.005514999999999798
R074,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R076,degree+age,0.071438,0.071438,0.0
R077,degree+age,0.0046890000000000005,0.0028199999999999,-0.0018690000000001006
R078,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R079,degree+age,0.0,0.0,0.0
R080,degree+age,-0.070804,-0.070804,0.0
R081,degree+age,-0.078723,-0.082538,-0.003814999999999999
R082,degree+age,0.009549999999999899,0.0059409999999999,-0.0036089999999999985
R083,degree+age,-0.0643319999999999,-0.0660879999999999,-0.0017559999999999937
R084,degree+age,-0.0691669999999999,-0.0691669999999999,0.0
R085,degree+age,-0.06,-0.06,0.0
R086,degree+age,-0.001514,-0.001514,0.0
R088,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R089,degree+age,0.015,0.015,0.0
R090,degree+age,-0.001495,-0.001495,0.0
R091,degree+age,0.0119049999999998,0.0083679999999999,-0.0035369999999998996
R092,degree+age,0.0,0.0,0.0
R093,degree+age,0.0,0.0,0.0
R094,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R095,degree+age,0.1049179999999999,0.099155,-0.005762999999999907
R096,degree+age,-0.0643310000000001,-0.066707,-0.002375999999999906
R098,degree+age,-0.0875409999999999,-0.0875409999999999,0.0
R099,degree+age,-0.0005899999999999,-0.0005899999999999,0.0
R100,degree+age,-0.06,-0.06,0.0
R101,degree+age,0.011089000000000002,0.009072,-0.0020170000000000014
R102,degree+age,-0.0705880000000001,-0.0705880000000001,0.0
R103,degree+age,-0.0705879999999999,-0.0705879999999999,0.0
R105,degree+age,-0.0706519999999999,-0.0706519999999999,0.0
R107,degree+age,0.0071139999999999,0.004497,-0.0026169999999999
R108,degree+age,0.07317299999999989,0.071795,-0.0013779999999998932
R109,degree+age,0.0,0.0,0.0
R110,degree+age,-0.0708609999999998,-0.0700949999999999,0.0007659999999999056
R111,degree+age,-0.06,-0.06,0.0
R112,degree+age,-0.0005610000000001,-0.000891,-0.0003299999999998999
R113,degree+age,-0.06941599999999999,-0.0700819999999999,-0.0006659999999999028
R114,degree+age,0.070589,0.070589,0.0
